id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,artist,name,album,release,genre
5DK7ET3guzywxZGMTrtc4F,0.434,0.25,6,-10.568,0,0.0531,0.731,1.18e-06,0.0864,0.298,103.622,audio_features,spotify:track:5DK7ET3guzywxZGMTrtc4F,https://api.spotify.com/v1/tracks/5DK7ET3guzywxZGMTrtc4F,https://api.spotify.com/v1/audio-analysis/5DK7ET3guzywxZGMTrtc4F,208280,5,O Terno,E no Final,<atrás/além>,2019-04-23,indie
5GvNQ3SpfsB7RVyuzSmxJL,0.737,0.725,8,-7.465,0,0.0332,0.438,4.05e-06,0.189,0.888,115.104,audio_features,spotify:track:5GvNQ3SpfsB7RVyuzSmxJL,https://api.spotify.com/v1/tracks/5GvNQ3SpfsB7RVyuzSmxJL,https://api.spotify.com/v1/audio-analysis/5GvNQ3SpfsB7RVyuzSmxJL,168320,4,O Terno,Culpa,Melhor do Que Parece,2016-08-26,indie
7zwsCSnvbWvnyB94PnwBx2,0.286,0.498,4,-8.518,0,0.0299,0.698,0.0225,0.158,0.43,96.066,audio_features,spotify:track:7zwsCSnvbWvnyB94PnwBx2,https://api.spotify.com/v1/tracks/7zwsCSnvbWvnyB94PnwBx2,https://api.spotify.com/v1/audio-analysis/7zwsCSnvbWvnyB94PnwBx2,199493,4,O Terno,Nó,Melhor do Que Parece,2016-08-26,indie
7qDX6Xgm4gVsdfRyyzcJpq,0.271,0.723,0,-6.261,1,0.0464,0.00946,0.00238,0.104,0.467,206.494,audio_features,spotify:track:7qDX6Xgm4gVsdfRyyzcJpq,https://api.spotify.com/v1/tracks/7qDX6Xgm4gVsdfRyyzcJpq,https://api.spotify.com/v1/audio-analysis/7qDX6Xgm4gVsdfRyyzcJpq,251760,4,O Terno,Não Espero Mais,Melhor do Que Parece,2016-08-26,indie
0ghUBkXM6CyNnV5cdjIUQx,0.401,0.464,4,-9.358,1,0.042,0.85,0.0839,0.104,0.36,126.006,audio_features,spotify:track:0ghUBkXM6CyNnV5cdjIUQx,https://api.spotify.com/v1/tracks/0ghUBkXM6CyNnV5cdjIUQx,https://api.spotify.com/v1/audio-analysis/0ghUBkXM6CyNnV5cdjIUQx,188373,3,O Terno,Depois Que a Dor Passar,Melhor do Que Parece,2016-08-26,indie
0mqasNdAleG77cfSsL8mBX,0.396,0.728,0,-4.0,1,0.0558,0.151,4.34e-05,0.0225,0.501,126.087,audio_features,spotify:track:0mqasNdAleG77cfSsL8mBX,https://api.spotify.com/v1/tracks/0mqasNdAleG77cfSsL8mBX,https://api.spotify.com/v1/audio-analysis/0mqasNdAleG77cfSsL8mBX,208533,4,O Terno,Lua Cheia,Melhor do Que Parece,2016-08-26,indie
5em8NWTrItnaixbX4qTggi,0.437,0.923,2,-3.615,0,0.169,0.435,0.0,0.215,0.512,143.126,audio_features,spotify:track:5em8NWTrItnaixbX4qTggi,https://api.spotify.com/v1/tracks/5em8NWTrItnaixbX4qTggi,https://api.spotify.com/v1/audio-analysis/5em8NWTrItnaixbX4qTggi,204147,4,O Terno,O Orgulho e o Perdão,Melhor do Que Parece,2016-08-26,indie
4Qq8rERaPWkDuZsvSWR9LL,0.387,0.154,10,-11.68,1,0.0405,0.967,0.000113,0.113,0.306,83.347,audio_features,spotify:track:4Qq8rERaPWkDuZsvSWR9LL,https://api.spotify.com/v1/tracks/4Qq8rERaPWkDuZsvSWR9LL,https://api.spotify.com/v1/audio-analysis/4Qq8rERaPWkDuZsvSWR9LL,222107,3,O Terno,Volta,Melhor do Que Parece,2016-08-26,indie
3F69b39kUxEB78dQMI3lhq,0.542,0.306,11,-11.479,1,0.0305,0.819,0.000554,0.116,0.13,113.176,audio_features,spotify:track:3F69b39kUxEB78dQMI3lhq,https://api.spotify.com/v1/tracks/3F69b39kUxEB78dQMI3lhq,https://api.spotify.com/v1/audio-analysis/3F69b39kUxEB78dQMI3lhq,230480,3,O Terno,Minas Gerais,Melhor do Que Parece,2016-08-26,indie
6qgQ5FUzLDlXROR6fOzyFi,0.554,0.743,1,-4.977,0,0.0293,0.266,0.000387,0.168,0.886,124.251,audio_features,spotify:track:6qgQ5FUzLDlXROR6fOzyFi,https://api.spotify.com/v1/tracks/6qgQ5FUzLDlXROR6fOzyFi,https://api.spotify.com/v1/audio-analysis/6qgQ5FUzLDlXROR6fOzyFi,166107,4,O Terno,Deixa Fugir,Melhor do Que Parece,2016-08-26,indie
3wgcpRLhf85IIvMZpgjesT,0.422,0.494,11,-6.776,1,0.0333,0.314,0.00016,0.179,0.27,120.282,audio_features,spotify:track:3wgcpRLhf85IIvMZpgjesT,https://api.spotify.com/v1/tracks/3wgcpRLhf85IIvMZpgjesT,https://api.spotify.com/v1/audio-analysis/3wgcpRLhf85IIvMZpgjesT,284560,3,O Terno,Vamos Assumir,Melhor do Que Parece,2016-08-26,indie
49nDsSPs3DKCGIvvcgOMm2,0.714,0.0443,2,-20.662,0,0.27,0.993,0.0,0.082,0.296,103.221,audio_features,spotify:track:49nDsSPs3DKCGIvvcgOMm2,https://api.spotify.com/v1/tracks/49nDsSPs3DKCGIvvcgOMm2,https://api.spotify.com/v1/audio-analysis/49nDsSPs3DKCGIvvcgOMm2,73333,1,O Terno,A História Mais Velha do Mundo,Melhor do Que Parece,2016-08-26,indie
0WaqPCzzUKnuYhNcAyd8lB,0.308,0.559,9,-4.926,1,0.0418,0.436,3.95e-05,0.113,0.109,124.772,audio_features,spotify:track:0WaqPCzzUKnuYhNcAyd8lB,https://api.spotify.com/v1/tracks/0WaqPCzzUKnuYhNcAyd8lB,https://api.spotify.com/v1/audio-analysis/0WaqPCzzUKnuYhNcAyd8lB,369843,4,O Terno,Melhor do Que Parece,Melhor do Que Parece,2016-08-26,indie
0Zr3Y7we1js064T5o0CzW6,0.391,0.601,11,-5.422,0,0.0411,0.145,0.0,0.265,0.632,136.338,audio_features,spotify:track:0Zr3Y7we1js064T5o0CzW6,https://api.spotify.com/v1/tracks/0Zr3Y7we1js064T5o0CzW6,https://api.spotify.com/v1/audio-analysis/0Zr3Y7we1js064T5o0CzW6,157080,4,O Terno,Bote Ao Contrário,O Terno,2014-08-18,indie
5VeH1WU2COeGGtK4CpMIDj,0.289,0.681,9,-3.849,0,0.0677,0.164,0.0,0.269,0.265,112.209,audio_features,spotify:track:5VeH1WU2COeGGtK4CpMIDj,https://api.spotify.com/v1/tracks/5VeH1WU2COeGGtK4CpMIDj,https://api.spotify.com/v1/audio-analysis/5VeH1WU2COeGGtK4CpMIDj,204187,3,O Terno,O Cinza,O Terno,2014-08-18,indie
3eMkpAa2ntFVStoZ91XoD9,0.36,0.55,8,-7.01,1,0.0783,0.353,5.37e-06,0.191,0.341,154.257,audio_features,spotify:track:3eMkpAa2ntFVStoZ91XoD9,https://api.spotify.com/v1/tracks/3eMkpAa2ntFVStoZ91XoD9,https://api.spotify.com/v1/audio-analysis/3eMkpAa2ntFVStoZ91XoD9,217573,3,O Terno,"Ai, Ai, Como Eu Me Iludo",O Terno,2014-08-18,indie
3CPRFZhJWWctE7pvFQrhAI,0.308,0.503,4,-8.975,0,0.0597,0.407,0.0,0.0801,0.299,181.034,audio_features,spotify:track:3CPRFZhJWWctE7pvFQrhAI,https://api.spotify.com/v1/tracks/3CPRFZhJWWctE7pvFQrhAI,https://api.spotify.com/v1/audio-analysis/3CPRFZhJWWctE7pvFQrhAI,216347,3,O Terno,Quando Estamos Todos Dormindo,O Terno,2014-08-18,indie
4BfgeTNNQam4KbbTwpaHdf,0.412,0.48,7,-7.907,1,0.0485,0.405,0.0,0.364,0.473,106.552,audio_features,spotify:track:4BfgeTNNQam4KbbTwpaHdf,https://api.spotify.com/v1/tracks/4BfgeTNNQam4KbbTwpaHdf,https://api.spotify.com/v1/audio-analysis/4BfgeTNNQam4KbbTwpaHdf,172920,3,O Terno,Eu Confesso,O Terno,2014-08-18,indie
0NA2RUMaQcyaV73LMaqC4b,0.257,0.349,9,-8.683,1,0.0453,0.783,1.02e-05,0.113,0.101,163.503,audio_features,spotify:track:0NA2RUMaQcyaV73LMaqC4b,https://api.spotify.com/v1/tracks/0NA2RUMaQcyaV73LMaqC4b,https://api.spotify.com/v1/audio-analysis/0NA2RUMaQcyaV73LMaqC4b,237187,3,O Terno,Brazil,O Terno,2014-08-18,indie
69GQj6tC1pqqPvZf9fxHJ6,0.73,0.344,2,-8.093,1,0.207,0.792,0.0,0.409,0.705,109.146,audio_features,spotify:track:69GQj6tC1pqqPvZf9fxHJ6,https://api.spotify.com/v1/tracks/69GQj6tC1pqqPvZf9fxHJ6,https://api.spotify.com/v1/audio-analysis/69GQj6tC1pqqPvZf9fxHJ6,92187,3,O Terno,Pela Metade,O Terno,2014-08-18,indie
3Ot9LgaXQBlFfKvfFZh6R9,0.348,0.62,6,-5.065,1,0.0409,0.03,2.56e-05,0.0597,0.425,92.875,audio_features,spotify:track:3Ot9LgaXQBlFfKvfFZh6R9,https://api.spotify.com/v1/tracks/3Ot9LgaXQBlFfKvfFZh6R9,https://api.spotify.com/v1/audio-analysis/3Ot9LgaXQBlFfKvfFZh6R9,250587,4,O Terno,Vanguarda?,O Terno,2014-08-18,indie
6WhzM2MnB5RBNLuopMz3Cw,0.402,0.247,4,-8.964,1,0.0396,0.63,0.000139,0.112,0.177,152.595,audio_features,spotify:track:6WhzM2MnB5RBNLuopMz3Cw,https://api.spotify.com/v1/tracks/6WhzM2MnB5RBNLuopMz3Cw,https://api.spotify.com/v1/audio-analysis/6WhzM2MnB5RBNLuopMz3Cw,198507,4,O Terno,Quando Eu Me Aposentar,O Terno,2014-08-18,indie
12clJatHH2w61Zr1pfyEc7,0.297,0.51,7,-6.631,1,0.0364,0.209,7.77e-06,0.0757,0.157,76.77,audio_features,spotify:track:12clJatHH2w61Zr1pfyEc7,https://api.spotify.com/v1/tracks/12clJatHH2w61Zr1pfyEc7,https://api.spotify.com/v1/audio-analysis/12clJatHH2w61Zr1pfyEc7,323013,4,O Terno,Medo do Medo,O Terno,2014-08-18,indie
6aujP9ajhEroYth0FlFAZM,0.326,0.42,9,-9.257,1,0.036,0.128,0.0854,0.245,0.229,135.883,audio_features,spotify:track:6aujP9ajhEroYth0FlFAZM,https://api.spotify.com/v1/tracks/6aujP9ajhEroYth0FlFAZM,https://api.spotify.com/v1/audio-analysis/6aujP9ajhEroYth0FlFAZM,209640,4,O Terno,Eu Vou Ter Saudades,O Terno,2014-08-18,indie
32uyO4Y88Tve5JtH5Q3uSx,0.337,0.345,9,-9.8,1,0.0355,0.847,0.0,0.0741,0.36,172.366,audio_features,spotify:track:32uyO4Y88Tve5JtH5Q3uSx,https://api.spotify.com/v1/tracks/32uyO4Y88Tve5JtH5Q3uSx,https://api.spotify.com/v1/audio-analysis/32uyO4Y88Tve5JtH5Q3uSx,277053,4,O Terno,Desaparecido,O Terno,2014-08-18,indie
2Wo9g52HBAuThdJaUEYKdY,0.535,0.668,9,-6.017,1,0.433,0.255,8.89e-06,0.0514,0.541,142.983,audio_features,spotify:track:2Wo9g52HBAuThdJaUEYKdY,https://api.spotify.com/v1/tracks/2Wo9g52HBAuThdJaUEYKdY,https://api.spotify.com/v1/audio-analysis/2Wo9g52HBAuThdJaUEYKdY,151173,4,O Terno,66,66,2012-06-01,indie
3pc3vvDpNW212gcRPDn3Bi,0.412,0.366,2,-10.244,0,0.127,0.137,0.00238,0.121,0.291,188.971,audio_features,spotify:track:3pc3vvDpNW212gcRPDn3Bi,https://api.spotify.com/v1/tracks/3pc3vvDpNW212gcRPDn3Bi,https://api.spotify.com/v1/audio-analysis/3pc3vvDpNW212gcRPDn3Bi,283573,3,O Terno,Morto,66,2012-06-01,indie
4fBLT6i3LJSkOOsgUkMUdJ,0.504,0.69,7,-4.965,1,0.037,0.00604,0.0162,0.0534,0.693,124.279,audio_features,spotify:track:4fBLT6i3LJSkOOsgUkMUdJ,https://api.spotify.com/v1/tracks/4fBLT6i3LJSkOOsgUkMUdJ,https://api.spotify.com/v1/audio-analysis/4fBLT6i3LJSkOOsgUkMUdJ,165533,4,O Terno,Eu Não Preciso de Ninguém,66,2012-06-01,indie
584aQghRyC7IyDEDOXsvFc,0.593,0.351,11,-9.369,1,0.386,0.363,1.24e-06,0.0967,0.498,120.89,audio_features,spotify:track:584aQghRyC7IyDEDOXsvFc,https://api.spotify.com/v1/tracks/584aQghRyC7IyDEDOXsvFc,https://api.spotify.com/v1/audio-analysis/584aQghRyC7IyDEDOXsvFc,225667,4,O Terno,Enterrei Vivo,66,2012-06-01,indie
5rZTFND3i4ajca3GRJivcA,0.521,0.515,9,-4.973,1,0.035,0.00248,0.00816,0.0633,0.775,121.65,audio_features,spotify:track:5rZTFND3i4ajca3GRJivcA,https://api.spotify.com/v1/tracks/5rZTFND3i4ajca3GRJivcA,https://api.spotify.com/v1/audio-analysis/5rZTFND3i4ajca3GRJivcA,269627,4,O Terno,"Zé, Assassino Compulsivo",66,2012-06-01,indie
1AK7PbzVU4B6ajzv6Qy6OX,0.455,0.507,2,-8.926,0,0.0652,0.39,0.00375,0.275,0.825,158.92,audio_features,spotify:track:1AK7PbzVU4B6ajzv6Qy6OX,https://api.spotify.com/v1/tracks/1AK7PbzVU4B6ajzv6Qy6OX,https://api.spotify.com/v1/audio-analysis/1AK7PbzVU4B6ajzv6Qy6OX,271520,4,O Terno,Quem É Quem,66,2012-06-01,indie
7JOzlKUC8y47EE3AIyQu4t,0.713,0.611,2,-4.717,1,0.0473,0.0778,0.000693,0.102,0.758,130.578,audio_features,spotify:track:7JOzlKUC8y47EE3AIyQu4t,https://api.spotify.com/v1/tracks/7JOzlKUC8y47EE3AIyQu4t,https://api.spotify.com/v1/audio-analysis/7JOzlKUC8y47EE3AIyQu4t,268293,4,O Terno,"Modão de Pinheiros (Ou ""é por Isso Que As Pessoas Mudam de Bairro"")",66,2012-06-01,indie
4JaPXxCKupAWtUEtEaxkwU,0.413,0.869,5,-6.135,1,0.207,0.497,0.000258,0.0887,0.573,151.317,audio_features,spotify:track:4JaPXxCKupAWtUEtEaxkwU,https://api.spotify.com/v1/tracks/4JaPXxCKupAWtUEtEaxkwU,https://api.spotify.com/v1/audio-analysis/4JaPXxCKupAWtUEtEaxkwU,278187,4,O Terno,Purquá Mecê,66,2012-06-01,indie
32XLKWMzAGbIiMHcnvi7Cv,0.498,0.402,2,-7.19,1,0.118,0.00882,0.00532,0.236,0.253,120.071,audio_features,spotify:track:32XLKWMzAGbIiMHcnvi7Cv,https://api.spotify.com/v1/tracks/32XLKWMzAGbIiMHcnvi7Cv,https://api.spotify.com/v1/audio-analysis/32XLKWMzAGbIiMHcnvi7Cv,112693,4,O Terno,Compromisso,66,2012-06-01,indie
6KPXevsC17kJPQZkdZgKjb,0.511,0.804,0,-4.747,1,0.195,0.348,3.59e-05,0.575,0.771,125.066,audio_features,spotify:track:6KPXevsC17kJPQZkdZgKjb,https://api.spotify.com/v1/tracks/6KPXevsC17kJPQZkdZgKjb,https://api.spotify.com/v1/audio-analysis/6KPXevsC17kJPQZkdZgKjb,233027,4,O Terno,Tudo por Ti,66,2012-06-01,indie
2w7kD7klXMFCV6ot8iU5lm,0.459,0.583,9,-7.824,1,0.0306,0.0248,0.000132,0.199,0.115,155.719,audio_features,spotify:track:2w7kD7klXMFCV6ot8iU5lm,https://api.spotify.com/v1/tracks/2w7kD7klXMFCV6ot8iU5lm,https://api.spotify.com/v1/audio-analysis/2w7kD7klXMFCV6ot8iU5lm,227000,4,Terno Rei,Esperando Você,Gêmeos,2022-03-10,indie
1xq0OrQBd9nUku75PNtzOH,0.441,0.506,6,-6.557,1,0.027,0.14,0.0016,0.197,0.303,97.208,audio_features,spotify:track:1xq0OrQBd9nUku75PNtzOH,https://api.spotify.com/v1/tracks/1xq0OrQBd9nUku75PNtzOH,https://api.spotify.com/v1/audio-analysis/1xq0OrQBd9nUku75PNtzOH,175000,4,Terno Rei,Dias da Juventude,Gêmeos,2022-03-10,indie
6oby4VF2Jhf0XohwsxyZ90,0.538,0.646,6,-7.057,1,0.0351,0.0137,0.0,0.0882,0.432,95.464,audio_features,spotify:track:6oby4VF2Jhf0XohwsxyZ90,https://api.spotify.com/v1/tracks/6oby4VF2Jhf0XohwsxyZ90,https://api.spotify.com/v1/audio-analysis/6oby4VF2Jhf0XohwsxyZ90,163759,4,Terno Rei,Sorte Ainda,Gêmeos,2022-03-10,indie
3FtxlAGlF0pQHwAeo4iXFy,0.513,0.84,4,-7.395,0,0.051,0.0059,0.0401,0.107,0.547,156.988,audio_features,spotify:track:3FtxlAGlF0pQHwAeo4iXFy,https://api.spotify.com/v1/tracks/3FtxlAGlF0pQHwAeo4iXFy,https://api.spotify.com/v1/audio-analysis/3FtxlAGlF0pQHwAeo4iXFy,186466,4,Terno Rei,Difícil,Gêmeos,2022-03-10,indie
4dMDDQ2B7OS1T9w50Pcylg,0.611,0.488,1,-9.776,0,0.0385,0.19,2.61e-06,0.0913,0.0854,123.946,audio_features,spotify:track:4dMDDQ2B7OS1T9w50Pcylg,https://api.spotify.com/v1/tracks/4dMDDQ2B7OS1T9w50Pcylg,https://api.spotify.com/v1/audio-analysis/4dMDDQ2B7OS1T9w50Pcylg,160000,4,Terno Rei,Brutal,Gêmeos,2022-03-10,indie
7qmt9UQa6T1sSqzmyqfQJg,0.515,0.748,7,-6.467,1,0.0305,0.0618,0.0,0.276,0.472,101.992,audio_features,spotify:track:7qmt9UQa6T1sSqzmyqfQJg,https://api.spotify.com/v1/tracks/7qmt9UQa6T1sSqzmyqfQJg,https://api.spotify.com/v1/audio-analysis/7qmt9UQa6T1sSqzmyqfQJg,166000,4,Terno Rei,Internet,Gêmeos,2022-03-10,indie
5VE4kgntfLB1jbzeRSJPoq,0.676,0.404,4,-11.228,1,0.0254,0.694,0.000332,0.115,0.231,98.015,audio_features,spotify:track:5VE4kgntfLB1jbzeRSJPoq,https://api.spotify.com/v1/tracks/5VE4kgntfLB1jbzeRSJPoq,https://api.spotify.com/v1/audio-analysis/5VE4kgntfLB1jbzeRSJPoq,166242,4,Terno Rei,Aviões,Gêmeos,2022-03-10,indie
1HZtdUoQ3Y0UB3PQBZuWAv,0.499,0.529,0,-6.798,1,0.0381,0.00454,0.00162,0.116,0.521,117.965,audio_features,spotify:track:1HZtdUoQ3Y0UB3PQBZuWAv,https://api.spotify.com/v1/tracks/1HZtdUoQ3Y0UB3PQBZuWAv,https://api.spotify.com/v1/audio-analysis/1HZtdUoQ3Y0UB3PQBZuWAv,153000,4,Terno Rei,Só Eu Sei,Gêmeos,2022-03-10,indie
2nC2aSgKauJNlkl31TeWmE,0.474,0.53,7,-8.13,1,0.0272,0.147,0.0115,0.0946,0.166,104.987,audio_features,spotify:track:2nC2aSgKauJNlkl31TeWmE,https://api.spotify.com/v1/tracks/2nC2aSgKauJNlkl31TeWmE,https://api.spotify.com/v1/audio-analysis/2nC2aSgKauJNlkl31TeWmE,165000,4,Terno Rei,Retrovisor,Gêmeos,2022-03-10,indie
0YwOH4PvxIOWZQbXAazEpI,0.583,0.537,11,-7.642,0,0.0317,0.112,0.000157,0.117,0.169,141.936,audio_features,spotify:track:0YwOH4PvxIOWZQbXAazEpI,https://api.spotify.com/v1/tracks/0YwOH4PvxIOWZQbXAazEpI,https://api.spotify.com/v1/audio-analysis/0YwOH4PvxIOWZQbXAazEpI,230002,4,Terno Rei,Isabella,Gêmeos,2022-03-10,indie
6LFlyzNaZdQ687myD4vw93,0.442,0.517,4,-7.132,0,0.0314,0.0136,1.05e-05,0.117,0.152,141.973,audio_features,spotify:track:6LFlyzNaZdQ687myD4vw93,https://api.spotify.com/v1/tracks/6LFlyzNaZdQ687myD4vw93,https://api.spotify.com/v1/audio-analysis/6LFlyzNaZdQ687myD4vw93,159000,4,Terno Rei,Trailers,Gêmeos,2022-03-10,indie
4QYGKJExNwTvNhf64Cp2XI,0.42,0.567,1,-7.933,1,0.0351,0.11,0.0,0.123,0.156,112.37,audio_features,spotify:track:4QYGKJExNwTvNhf64Cp2XI,https://api.spotify.com/v1/tracks/4QYGKJExNwTvNhf64Cp2XI,https://api.spotify.com/v1/audio-analysis/4QYGKJExNwTvNhf64Cp2XI,166000,4,Terno Rei,Olha Só,Gêmeos,2022-03-10,indie
6OUoBmIdoDK14RoE5nWlCC,0.655,0.428,9,-8.617,1,0.0278,0.247,0.00124,0.162,0.355,130.962,audio_features,spotify:track:6OUoBmIdoDK14RoE5nWlCC,https://api.spotify.com/v1/tracks/6OUoBmIdoDK14RoE5nWlCC,https://api.spotify.com/v1/audio-analysis/6OUoBmIdoDK14RoE5nWlCC,225000,4,Terno Rei,Yoko,Violeta,2019-02-01,indie
0zG0LzLbVueZll4drMFPgz,0.634,0.384,6,-7.957,1,0.0302,0.164,0.0,0.125,0.309,79.005,audio_features,spotify:track:0zG0LzLbVueZll4drMFPgz,https://api.spotify.com/v1/tracks/0zG0LzLbVueZll4drMFPgz,https://api.spotify.com/v1/audio-analysis/0zG0LzLbVueZll4drMFPgz,110347,4,Terno Rei,Dia Lindo,Violeta,2019-02-01,indie
5JDL8Z21Du2vvBB1NU3Atj,0.637,0.756,2,-7.441,1,0.0335,0.135,0.00782,0.265,0.44,82.01,audio_features,spotify:track:5JDL8Z21Du2vvBB1NU3Atj,https://api.spotify.com/v1/tracks/5JDL8Z21Du2vvBB1NU3Atj,https://api.spotify.com/v1/audio-analysis/5JDL8Z21Du2vvBB1NU3Atj,162444,4,Terno Rei,Solidão de Volta,Violeta,2019-02-01,indie
2cuxKp2kNIpSdGMSBgCAWH,0.726,0.487,10,-8.377,1,0.0273,0.132,3.68e-05,0.114,0.626,126.005,audio_features,spotify:track:2cuxKp2kNIpSdGMSBgCAWH,https://api.spotify.com/v1/tracks/2cuxKp2kNIpSdGMSBgCAWH,https://api.spotify.com/v1/audio-analysis/2cuxKp2kNIpSdGMSBgCAWH,156000,4,Terno Rei,93,Violeta,2019-02-01,indie
2OJyCMWxkjdRf1Yvql0Y7v,0.569,0.474,8,-8.711,0,0.0246,0.0105,0.000445,0.147,0.381,133.854,audio_features,spotify:track:2OJyCMWxkjdRf1Yvql0Y7v,https://api.spotify.com/v1/tracks/2OJyCMWxkjdRf1Yvql0Y7v,https://api.spotify.com/v1/audio-analysis/2OJyCMWxkjdRf1Yvql0Y7v,194000,4,Terno Rei,Medo,Violeta,2019-02-01,indie
24RJabXKNyv7wBDfnGXjPl,0.561,0.523,2,-9.023,1,0.032,0.34,0.00844,0.155,0.372,138.019,audio_features,spotify:track:24RJabXKNyv7wBDfnGXjPl,https://api.spotify.com/v1/tracks/24RJabXKNyv7wBDfnGXjPl,https://api.spotify.com/v1/audio-analysis/24RJabXKNyv7wBDfnGXjPl,163000,4,Terno Rei,Estava Ali,Violeta,2019-02-01,indie
5NUnyAO4iDmAdlUb4D7hNi,0.752,0.44,2,-8.136,0,0.035,0.477,0.222,0.0844,0.406,101.969,audio_features,spotify:track:5NUnyAO4iDmAdlUb4D7hNi,https://api.spotify.com/v1/tracks/5NUnyAO4iDmAdlUb4D7hNi,https://api.spotify.com/v1/audio-analysis/5NUnyAO4iDmAdlUb4D7hNi,166000,4,Terno Rei,Amor-Perfeito,Violeta,2019-02-01,indie
19qLXa8L4asWWbHb1ZQbSr,0.657,0.436,4,-9.036,0,0.0306,0.267,0.000258,0.111,0.265,122.0,audio_features,spotify:track:19qLXa8L4asWWbHb1ZQbSr,https://api.spotify.com/v1/tracks/19qLXa8L4asWWbHb1ZQbSr,https://api.spotify.com/v1/audio-analysis/19qLXa8L4asWWbHb1ZQbSr,171000,4,Terno Rei,São Paulo,Violeta,2019-02-01,indie
0sHrMYAINrZIgGgA9pr9YQ,0.444,0.552,4,-8.01,0,0.0278,0.259,0.000177,0.207,0.307,84.684,audio_features,spotify:track:0sHrMYAINrZIgGgA9pr9YQ,https://api.spotify.com/v1/tracks/0sHrMYAINrZIgGgA9pr9YQ,https://api.spotify.com/v1/audio-analysis/0sHrMYAINrZIgGgA9pr9YQ,164000,4,Terno Rei,Luzes de Natal,Violeta,2019-02-01,indie
5ThtjDBSXGpLDewAop8zHJ,0.68,0.501,8,-8.507,1,0.0256,0.147,0.0405,0.0736,0.348,107.02,audio_features,spotify:track:5ThtjDBSXGpLDewAop8zHJ,https://api.spotify.com/v1/tracks/5ThtjDBSXGpLDewAop8zHJ,https://api.spotify.com/v1/audio-analysis/5ThtjDBSXGpLDewAop8zHJ,154000,4,Terno Rei,Roda Gigante,Violeta,2019-02-01,indie
1ntP5FEZ7Qxi603D8do4ld,0.533,0.486,2,-9.324,0,0.0341,0.423,0.0245,0.204,0.0826,131.881,audio_features,spotify:track:1ntP5FEZ7Qxi603D8do4ld,https://api.spotify.com/v1/tracks/1ntP5FEZ7Qxi603D8do4ld,https://api.spotify.com/v1/audio-analysis/1ntP5FEZ7Qxi603D8do4ld,208000,4,Terno Rei,Vento na Cara,Violeta,2019-02-01,indie
5MgIiISUDgFreuwmTass1p,0.503,0.668,9,-5.349,1,0.0324,0.576,0.738,0.133,0.277,119.072,audio_features,spotify:track:5MgIiISUDgFreuwmTass1p,https://api.spotify.com/v1/tracks/5MgIiISUDgFreuwmTass1p,https://api.spotify.com/v1/audio-analysis/5MgIiISUDgFreuwmTass1p,241944,4,Terno Rei,Sinais,Essa Noite Bateu Com um Sonho,2016-11-18,indie
4HQW0izFpAMKHvzFy1Pr8I,0.571,0.305,9,-9.299,1,0.0295,0.436,0.773,0.101,0.161,109.023,audio_features,spotify:track:4HQW0izFpAMKHvzFy1Pr8I,https://api.spotify.com/v1/tracks/4HQW0izFpAMKHvzFy1Pr8I,https://api.spotify.com/v1/audio-analysis/4HQW0izFpAMKHvzFy1Pr8I,276667,4,Terno Rei,Criança,Essa Noite Bateu Com um Sonho,2016-11-18,indie
0WnJ4OJLaKjCC48kbyPRFE,0.521,0.554,11,-7.812,1,0.028,0.0474,0.287,0.129,0.18,109.696,audio_features,spotify:track:0WnJ4OJLaKjCC48kbyPRFE,https://api.spotify.com/v1/tracks/0WnJ4OJLaKjCC48kbyPRFE,https://api.spotify.com/v1/audio-analysis/0WnJ4OJLaKjCC48kbyPRFE,178333,4,Terno Rei,Depressão na Pista de Dança,Essa Noite Bateu Com um Sonho,2016-11-18,indie
6GhJW8Bo7ips2weB3sDG9r,0.486,0.658,4,-6.625,0,0.0306,0.487,0.00652,0.324,0.181,117.127,audio_features,spotify:track:6GhJW8Bo7ips2weB3sDG9r,https://api.spotify.com/v1/tracks/6GhJW8Bo7ips2weB3sDG9r,https://api.spotify.com/v1/audio-analysis/6GhJW8Bo7ips2weB3sDG9r,180000,4,Terno Rei,Circulares,Essa Noite Bateu Com um Sonho,2016-11-18,indie
102Zf1bi4UOzPZ1FAK8N7D,0.398,0.921,0,-6.444,1,0.0785,0.267,0.273,0.109,0.458,149.845,audio_features,spotify:track:102Zf1bi4UOzPZ1FAK8N7D,https://api.spotify.com/v1/tracks/102Zf1bi4UOzPZ1FAK8N7D,https://api.spotify.com/v1/audio-analysis/102Zf1bi4UOzPZ1FAK8N7D,161111,4,Terno Rei,Litoral,Essa Noite Bateu Com um Sonho,2016-11-18,indie
6W8TTr0sNXOOlGsUvuZp7G,0.587,0.521,9,-7.931,0,0.0258,0.59,0.04,0.0816,0.194,110.985,audio_features,spotify:track:6W8TTr0sNXOOlGsUvuZp7G,https://api.spotify.com/v1/tracks/6W8TTr0sNXOOlGsUvuZp7G,https://api.spotify.com/v1/audio-analysis/6W8TTr0sNXOOlGsUvuZp7G,192222,4,Terno Rei,A Prosa,Essa Noite Bateu Com um Sonho,2016-11-18,indie
